AirportName,RadioId,RadioName,RadioFrequency,Designator,Id
PORT COLUMBUS INTL,,Clearance delivery,126.3,KCMH,15094
PORT COLUMBUS INTL,,TWR,132.7,KCMH,15095
PORT COLUMBUS INTL,,APP/DEP,119.15,KCMH,15096
PORT COLUMBUS INTL,,APP/DEP,119.65,KCMH,15097
Port Elizabeth,,ATIS,126.8,FAPE,15098
Port Elizabeth,,APP,120.4,FAPE,15099
PORT HARCOURT INTL,,TWR,118.9,DNPO,15100
PORT HAWKESBURY,,CTAF,122.8,CYPD,15101
PORT HEIDEN,,CTAF,122.8,PAPH,15102
PORT ISABEL CAMERON CO,,CTAF,122.8,KPIL,15103
PORT ISABEL CAMERON CO,,APP/DEP,119.5,KPIL,15104
Port Keats,,CTAF,126.7,YPKT,15105
Port Macquarie,,CTAF,118.1,YPMQ,15106
PORT MEADVILLE,,CTAF,123,KGKJ,15107
PORT MENIER,,CTAF,123.5,CYPN,15108
Port Moresby Jacksons Intl,,ATIS,117,AYPY,15109
Port Moresby Jacksons Intl,,Ground,121.7,AYPY,15110
Port Moresby Jacksons Intl,,APP,125.8,AYPY,15111
PORT SUDAN,,APP,128.1,HSPN,15112
Port Vila Bauerfield,,CTAF,120.7,NVVV,15113
Port Vila Bauerfield,,TWR,120.7,NVVV,15114
PORTAGE CO,,CTAF,123.05,29G,15115
PORTAGE MUNI,,CTAF,122.7,C47,15116
Oceana Naval Air Station,,APP/DEP,119.6,KNTU,15117
ODENSE,,AFIS,119.52,EKOD,15118
OELWEIN MUNI,,AWOS,119.67,KOLZ,15119
OITA,,APP,127.7,RJFO,15120
OLBIA COSTA SMERALDA,,ATIS,113.9,LIEO,15121
OLDHAM CO,,CTAF,122.9,E52,15122
OLYMPIA,,ATIS,135.37,KOLM,15123
OMSK,,TWR,119,UNOO,15124
Ontario Intl,,TWR,120.6,KONT,15125
Orange Co,,ASOS,119.27,KMGJ,15126
Orange County - John Wayne,,DEP,128.1,KSNA,15127
Ormond Beach Muni,,AWOS,118.47,KOMN,15128
OSAKA INTL,,APP,125.1,RJOO,15129
OSHAWA,,Ground,118.4,CYOO,15130
OSKALOOSA MUNI,,AWOS,118.62,KOOA,15131
OTHELLO MUNI,,CTAF,122.9,S70,15132
Ottawa Macdonald Cartier Intl,,ATIS,121.15,CYOW,15133
OUANI,,TWR,119.7,FMCV,15134
Overberg,,TWR,119.8,FAOB,15135
OWATONNA DEGNER RGNL,,APP/DEP,119.8,KOWA,15136
OWYHEE,,CTAF,122.9,10U,15137
OZARK FRANKLIN CO,,CTAF,122.8,7M5,15138
PADOVA,,TWR,123.25,LIPU,15139
Pai,,TWR,122.3,VTCI,15140
PALERMO,,APP,118.65,LICJ,15141
Palma De Mallorca,,Clearance delivery,121.6,LEPA,15142
Pampulha,,Clearance delivery,121.1,SBBH,15143
Panama City Bay Co Intl,,ATIS,119.97,KPFN,15144
Panensky Tynec,,TWR,130.55,LKPC,15145
PANGUITCH MUNI,,CTAF,122.9,U55,15146
PANTELLERIA,,TWR,118.45,LICG,15147
PARAPARAUMU,,APP,126.5,NZPP,15148
Paris Charles De Gaulle,,TWR,118.65,LFPG,15149
Paris Charles De Gaulle,,DEP,133.37,LFPG,15150
Paris Le Bourget,,DEP,126.57,LFPB,15151
Paris Orly,,TWR,120.5,LFPO,15152
PARK RAPIDS MUNI KONSHOK FLD,,ASOS,110.6,KPKD,15153
PASHKOVSKIY,,APP,129,URKK,15154
PASO DE LOS LIBRES,,TWR,118.5,SARL,15155
Patuxent River NAS,,Clearance delivery,135.2,KNHK,15156
Pau Pyrenees,,APP,121.17,LFBP,15157
PEACE RIVER,,MF,122.3,CYPE,15158
Peake,,CTAF,126.7,YPKE,15159
Pearce,,APP,130.19,YPEA,15160
PEMBROKE,,CTAF,122.8,CYTA,15161
PENN YAN,,CTAF,123,KPEO,15162
Pensacola Rgnl,,UNICOM,122.95,KPNS,15163
PERHAM MUNI,,APP/DEP,126.1,16D,15164
PETIT JEAN PARK,,CNTR,128.47,KMPJ,15165
Philadelphia Intl,,APP,124.35,KPHL,15166
Philip S W Goldson Intl,,TWR,118,MZBZ,15167
PHILLIPS FLD,,UNICOM,122.8,MO23,15168
PHOENIX DEER VALLEY,,UNICOM,122.95,KDVT,15169
PINGTUNG SOUTH,,TWR,126.18,RCDC,15170
Pinto Martins,,APP,119.2,SBFZ,15171
PISA,,APP,124.27,LIRP,15172
Pittsburgh Intl,,APP,120.87,KPIT,15173
PLACID LAKES,,UNICOM,122.8,09FA,15174
PLATTSBURGH INTL,,CTAF,122.7,KPBG,15175
Pointe a Pitre Le Raizet,,ATIS,127.6,TFFR,15176
POKHARA,,TWR,123.8,VNPK,15177
POLK AAF,,ATIS,134.85,KPOE,15178
Polo Flat,,CTAF,118.1,YPFT,15179
PONTA PELADA,,ATIS,127.65,SBMN,15180
PONTIAC MUNI,,CTAF,122.8,KPNT,15181
Pontoise Cormeilles En Vexin,,APP,118.8,LFPT,15182
Poretta,,APP,127.25,LFKB,15183
PORT BLAIR,,TWR,118.1,VOPB,15184
PORT COLUMBUS INTL,,UNICOM,122.95,KCMH,15185
Port Elizabeth,,ATIS,112.9,FAPE,15186
PORT MEADVILLE,,APP/DEP,133.95,KGKJ,15187
PORT SUDAN,,TWR,118.1,HSPN,15188
PORTAGE CO,,APP/DEP,118.6,29G,15189
PORTAGE MUNI,,APP/DEP,135.45,C47,15190
PORTALES MUNI,,AWOS,118.17,KPRZ,15191
PORTALES MUNI,,Clearance delivery,119,KPRZ,15192
PORTALES MUNI,,APP,125.5,KPRZ,15193
PORTER CO MUNI,,CTAF,122.72,KVPZ,15194
PORTER CO MUNI,,UNICOM,122.72,KVPZ,15195
PORTER CO MUNI,,APP/DEP,132.05,KVPZ,15196
PORTERVILLE MUNI,,CTAF,122.8,KPTV,15197
PORTLAND HILLSBORO,,ATIS,127.65,KHIO,15198
PORTLAND HILLSBORO,,UNICOM,122.95,KHIO,15199
PORTLAND HILLSBORO,,TWR,119.3,KHIO,15200
PORTLAND INTL,,UNICOM,122.95,KPDX,15201
PORTLAND INTL,,Ground,121.9,KPDX,15202
PORTLAND INTL,,TWR,118.7,KPDX,15203
PORTLAND INTL,,TWR,123.77,KPDX,15204
PORTLAND INTL,,APP,124.35,KPDX,15205
PORTLAND INTL,,DEP,118.1,KPDX,15206
PORTLAND INTL,,DEP,124.9,KPDX,15207
Portland Intl Jetport,,ATIS,119.05,KPWM,15208
Portland Intl Jetport,,UNICOM,122.95,KPWM,15209
Portland Intl Jetport,,Clearance delivery,121.9,KPWM,15210
Portland Intl Jetport,,Ground,121.9,KPWM,15211
Portland Intl Jetport,,APP/DEP,119.75,KPWM,15212
Portland Intl Jetport,,APP/DEP,132.4,KPWM,15213
PORTLAND MUNI,,CTAF,122.8,KPLD,15214
PORTLAND MUNI,,APP/DEP,132.15,KPLD,15215
PORTLAND MUNI,,AWOS,118.17,KPLD,15216
PORTLAND MUNI,,APP/DEP,119.35,KPLD,15217
PORTLAND TROUTDALE,,CTAF,120.9,KTTD,15218
PORTLAND TROUTDALE,,Ground,121.8,KTTD,15219
PORTLAND TROUTDALE,,APP,118.1,KTTD,15220
PORTLAND TROUTDALE,,DEP,124.35,KTTD,15221
Porto,,APP,121.1,LPPR,15222
Porto Santo,,TWR,118.4,LPPS,15223
Porto Santo,,APP,138.02,LPPS,15224
PORTOROZ,,TWR,129.32,LJPZ,15225
PORTOROZ,,APP,129.32,LJPZ,15226
PORTSMOUTH INTL AT PEASE,,UNICOM,122.95,KPSM,15227
PORTSMOUTH INTL AT PEASE,,TWR,128.4,KPSM,15228
PORTSMOUTH INTL AT PEASE,,APP,125.82,KPSM,15229
POSADAS,,TWR,118.5,SARP,15230
Poso/Kasiguncu,,TWR,118.1,WAMP,15231
POSSUM KINGDOM,,CTAF,122.9,F35,15232
POST AIR,,CTAF,122.9,7L8,15233
Potaram Ratchaburi,,TWR,122.9,VTPR,15234
POTOMAC AIRPARK,,CTAF,122.8,W35,15235
POTSDAM MUNI,,UNICOM,122.8,KPTD,15236
POTTSTOWN LIMERICK,,ASOS,119.42,KPTW,15237
POTTSTOWN LIMERICK,,Clearance delivery,118.55,KPTW,15238
POTTSTOWN LIMERICK,,APP/DEP,126.85,KPTW,15239
POTTSTOWN MUNI,,APP/DEP,126.85,N47,15240
POULMIC,,Ground,121.9,LFRL,15241
POULMIC,,TWR,123.2,LFRL,15242
POULMIC,,APP,120.6,LFRL,15243
Powell Muni,,CTAF,122.7,KPOY,15244
Powell River,,APP,123.7,CYPW,15245
Prachin Buri Watthana Nakhon,,TWR,118.1,VTBW,15246
Prachuap Khiri Khan RTAF,,TWR,135.9,VTBP,15247
PRAGUE MUNI,,CTAF,122.9,O47,15248
Prairie,,CTAF,126.7,YPRA,15249
Prairie Du Chien Muni,,AWOS,119.92,KPDC,15250
Prairie Du Chien Muni,,APP/DEP,133.95,KPDC,15251
PRASLIN,,Ground,121.8,FSPP,15252
Pratica Di Mare,,Ground,124.3,LIRE,15253
PRATT INDUSTRIAL,,CTAF,122.8,KPTT,15254
PRATTVILLE GROUBY FLD,,CTAF,122.8,1A9,15255
PREDANNACK,,TWR,122.1,EGDO,15256
Prefeito Renato Moreira,,RDO,125.85,SBIZ,15257
PRENTICE,,CTAF,123,5N2,15258
PRENTISS JEFFERSON DAVIS CO,,UNICOM,122.8,M43,15259
PREROV,,TWR,118.82,LKPO,15260
PREROV,,APP,127.77,LKPO,15261
Prescott Ernest A. Love Field,,CTAF,125.3,KPRC,15262
Prescott Ernest A. Love Field,,Ground,121.7,KPRC,15263
Presidente Castro Pinto,,APP,118.3,SBJP,15264
Presidente Medici,,APP,119.9,SBRB,15265
PRESIDENTE PRUDENTE,,TWR,118.45,SBDN,15266
PRESQUE ISLE CO,,CTAF,122.9,KPZQ,15267
PRESTON,,CTAF,122.8,U10,15268
Prestwick,,ATIS,121.12,EGPK,15269
Prestwick,,APP,120.55,EGPK,15270
Price Co,,CTAF,122.8,KPBH,15271
PRICES,,APP/DEP,118.8,9G2,15272
PRINCE GEORGE,,Ground,121.9,CYXS,15273
PRINCE HASAN,,APP,128.9,OJHF,15274
PRINCE MANGOSUTHU BUTHELEZI,,CTAF,124.8,FAUL,15275
PRINCE MOHAMMAD BIN ABDULAZIZ,,Ground,121.6,OEMA,15276
PRINCE MOHAMMAD BIN ABDULAZIZ,,TWR,118.3,OEMA,15277
Prince Rupert,,FSS,122.5,CYPR,15278
Prince Rupert,,TWR,128,CYPR,15279
PRINCE SULTAN AB,,ATIS,136.97,OEPS,15280
PRINCE SULTAN AB,,TWR,126.8,OEPS,15281
Princess Juliana Intl,,TWR,118.7,TNCM,15282
PRINCETON,,CTAF,122.72,39N,15283
PRINCETON,,APP/DEP,132.8,39N,15284
PRINCETON CALDWELL CO,,CTAF,122.8,2M0,15285
PRINCETON MUNI,,AWOS,119.02,KPNN,15286
Opa Locka,,TWR,118.6,KOPF,15287
ORANGE CITY MUNI,,AWOS,127.82,KORC,15288
ORANGE CO,,APP/DEP,132.85,KMGJ,15289
Orange County - John Wayne,,Ground,132.25,KSNA,15290
ORLANDO APOPKA,,CTAF,123.05,X04,15291
Orlando Intl,,APP/DEP,120.15,KMCO,15292
OSAKA INTL,,ATIS,128.6,RJOO,15293
OSAN AB,,Ground,132.45,RKSO,15294
OSH,,TWR,118.3,UAFO,15295
Oslo Gardermoen,,Clearance delivery,121.6,ENGM,15296
Ostafievo,,TWR,119.2,UUMO,15297
OSWEGO CO,,APP/DEP,134.27,KFZY,15298
OTTAWA MUNI,,CTAF,122.8,KOWI,15299
OUED IRARA,,TWR,118.1,DAUH,15300
Outagamie Co Rgnl,,CTAF,119.6,KATW,15301
Owensboro Daviess Co,,CTAF,120.7,KOWB,15302
Oxnard,,TWR,134.95,KOXR,15303
Padang Tabing,,ATIS,127.25,WIMG,15304
Page Fld,,ATIS,123.72,KFMY,15305
PAGELAND,,CTAF,122.9,KPYG,15306
PALACIOS MUNI,,ASOS,118.02,KPSX,15307
Palm Beach Intl,,ASOS,119.97,KPBI,15308
Palm Beach Intl,,DEP,128.3,KPBI,15309
PALMDALE RGNL USAF PLT 42,,ASOS,118.27,KPMD,15310
Palmerston North,,APP,128.5,NZPM,15311
PANOLA CO SHARPE FLD,,APP/DEP,119.9,4F2,15312
Paris Charles De Gaulle,,Ground,121.77,LFPG,15313
Paris Charles De Gaulle,,APP,125.82,LFPG,15314
Paris Le Bourget,,TWR,118.92,LFPB,15315
PARSHALL HANKINS,,CTAF,122.8,Y74,15316
PASHKOVSKIY,,ATIS,121.8,URKK,15317
PATHEIN,,TWR,119.7,VYPN,15318
Patrick AFB,,APP/DEP,134.95,KCOF,15319
Pattaya Eastern Flying Club,,Ground,122.77,VTW5,15320
PAXTON,,CTAF,122.8,90FL,15321
PEABODY BEDARD FLD,,AWOS,119.22,38AZ,15322
Pearland Rgnl,,ASOS,118.52,KLVJ,15323
Pedernales Cabo Rojo,,APP,125,MDCR,15324
Pensacola NAS,,APP,120.65,KNPA,15325
PERITO MORENO,,RDO,118.1,SAWP,15326
PERRY FOLEY,,CTAF,122.8,40J,15327
PERRY STOKES,,ASOS,119.02,KTAD,15328
Person Co,,CTAF,122.7,KTDF,15329
PESHAWAR INTL,,ATIS,126.7,OPPS,15330
Philadelphia Intl,,Clearance delivery,118.85,KPHL,15331
PHILADELPHIA MUNI,,AWOS,118.72,KMPE,15332
PHILIP BILLARD MUNI,,ASOS,121.27,KTOP,15333
PHILLIPS AAF,,APP/DEP,126.75,KAPG,15334
Phnom Penh Intl,,ATIS,127.25,VDPP,15335
PHU QUOC,,TWR,118.6,VVPQ,15336
PIACENZA,,TWR,122.1,LIMS,15337
PINGTUNG NORTH,,TWR,118.1,RCSQ,15338
Pinto Martins,,ATIS,127.7,SBFZ,15339
Pitt Meadows,,Ground,123.8,CYPK,15340
Pittsburgh Intl,,Ground,127.8,KPIT,15341
PLATINUM,,CTAF,122.8,PAPM,15342
PLEASANTON MUNI,,Clearance delivery,126.55,KPEZ,15343
Plzen Line,,TWR,129,LKLN,15344
POCATELLO RGNL,,Ground,121.9,KPIH,15345
Pocono Mountains Muni,,ASOS,120.27,KMPO,15346
Point Cook,,CTAF,126.2,YMPC,15347
POINTE NOIRE,,TWR,118.3,FCPP,15348
POLSON,,CTAF,122.8,8S1,15349
Porepunkah,,CTAF,126,YPOK,15350
Pormpuraaw,,CTAF,126.7,YPMP,15351
PORT COLUMBUS INTL,,APP/DEP,125.95,KCMH,15352
Port Hedland Intl,,CTAF,119.9,YPPD,15353
PORT SAID,,TWR,120.7,HEPS,15354
PORTAGE MUNI,,APP/DEP,120.1,C47,15355
PORTIMAO,,RDO,122,LPPM,15356
PORTLAND MULINO,,Clearance delivery,119.95,4S9,15357
PORTLAND TROUTDALE,,ATIS,135.62,KTTD,15358
Porto Santo,,APP,123.3,LPPS,15359
PORTSMOUTH INTL AT PEASE,,APP,125.05,KPSM,15360
POSO KERN COUNTY,,CTAF,122.9,L73,15361
POST GARZA CO MUNI,,CTAF,122.9,5F1,15362
Potchefstroom,,RDO,123,FAPS,15363
POULMIC,,ATIS,137.4,LFRL,15364
PRAIA INTERNATIONAL,,APP,118.2,GVNP,15365
Prescott Ernest A. Love Field,,ATIS,127.2,KPRC,15366
Prince Rupert,,CTAF,124.5,CYPR,15367
Princeville,,UNICOM,122.8,HI01,15368
PRINEVILLE,,CTAF,122.8,S39,15369
PRISTINA (was LYPR),,Ground,118,BKPR,15370
PRISTINA (was LYPR),,APP,118.77,BKPR,15371
Propriano,,APP,121.05,LFKO,15372
PROSSER,,CTAF,122.8,S40,15373
PROVIDENCE WEBSTER CO,,CTAF,122.8,8M9,15374
Providenciales,,TWR,119.9,MBPV,15375
Provideniya Bay,,TWR,119.3,UHMD,15376
Provincetown Muni,,CTAF,122.8,KPVC,15377
Provo Municipal,,UNICOM,122.8,KPVU,15378
Provo Municipal,,Ground,119.4,KPVU,15379
Provo Municipal,,TWR,125.3,KPVU,15380
Provo Municipal,,DEP,118.85,KPVU,15381
Provost,,CNTR,133.45,EH6,15382
PRU FLD,,CTAF,122.8,33S,15383
PRUSZCZ GDANSKI,,TWR,128.5,EPPR,15384
PRYOR FLD RGNL,,APP/DEP,118.05,KDCU,15385
PSKOV,,TWR,122,ULOO,15386
PUDONG,,Clearance delivery,121.7,ZSPD,15387
PUDONG,,Ground,121.65,ZSPD,15388
PUDONG,,Ground,121.8,ZSPD,15389
PUDONG,,TWR,118.8,ZSPD,15390
PUDONG,,APP,119.2,ZSPD,15391
PUDONG,,APP,120.3,ZSPD,15392
PUDONG,,APP,120.8,ZSPD,15393
PUDONG,,APP,123.8,ZSPD,15394
PUEBLO MEM,,CTAF,119.1,KPUB,15395
PUEBLO MEM,,Ground,121.9,KPUB,15396
PUEBLO MEM,,APP/DEP,120.1,KPUB,15397
PUERTO BARRIOS,,TWR,118.4,MGPB,15398
PUERTO BOLIVAR,,TWR,118.6,SKPB,15399
PUERTO CARRENO,,TWR,118.1,SKPC,15400
PUERTO ESCONDIDO INTL,,TWR,118.9,MMPS,15401
Puerto Plata Gregorio Luperon Intl,,Ground,121.9,MDPP,15402
PUERTO PRINCESA,,TWR,118.1,RPVP,15403
Puimoisson,,CTAF/UNICOM,119.05,LFTP,15404
PUKAKI,,CTAF,119.1,NZUK,15405
Pula,,TWR,120,LDPL,15406
Pullman Moscow Rgnl,,CTAF,122.8,KPUW,15407
PUMP STATION 10,,CTAF,122.8,OEPJ,15408
PUMP STATION 3,,CTAF,122.8,OEPC,15409
PUMP STATION 6,,TWR,138.25,OEPF,15410
PUMP STATION 9,,TWR,138.25,OEPI,15411
Pungalina,,CTAF,126.7,YPUG,15412
Punta Cana Intl,,TWR,118.8,MDPC,15413
PUNTZI MOUNTAIN,,CTAF/UNICOM,126.7,CYPU,15414
PUNXSUTAWNEY MUNI,,APP/DEP,126.72,N35,15415
PURDUE UNIV,,ATIS,127.75,KLAF,15416
PURDUE UNIV,,UNICOM,122.95,KLAF,15417
PURDUE UNIV,,TWR,119.6,KLAF,15418
PUTNAM CO,,AWOS,118.12,4I7,15419
PUTNAM CO,,APP,121.1,4I7,15420
PUTNAM CO,,AWOS,120.52,4I7,15421
PUTNAM CO,,APP/DEP,120.8,4I7,15422
Putusibau Pangsuma,,TWR,123.5,WIOP,15423
PUVIRNITUQ,,CTAF,122.1,CYPX,15424
PYONGYANG INTL,,TWR,118.3,ZKPY,15425
Pyramid Hil,,CTAF,126.7,YPYD,15426
PYRZOWICE,,Ground,131.45,EPKT,15427
PYRZOWICE,,APP,121.07,EPKT,15428
QAISUMAH,,CTAF,122.8,OEPA,15429
QASIM,,TWR,118.1,OPQS,15430
QAYYARAH WEST,,TWR,122.2,ORQW,15431
QIKIQTARJUAQ,,AWOS,122.55,CYVM,15432
QINGSHAN,,TWR,118.2,ZUXC,15433
QUAD CITY INTL,,CTAF,119.4,KMLI,15434
QUAD CITY INTL,,Clearance delivery,123.95,KMLI,15435
QUAD CITY INTL,,TWR,119.4,KMLI,15436
QUAD CITY INTL,,APP/DEP,118.2,KMLI,15437
QUAKERTOWN,,AWOS,119.47,KUKT,15438
QUAKERTOWN,,CTAF,122.72,KUKT,15439
QUAKERTOWN,,APP/DEP,123.8,KUKT,15440
Qualicum Beach,,CTAF,122.8,AT4,15441
QUANAH MUNI,,CTAF,122.7,F01,15442
QUANTICO MCAF,,TWR,118.6,KNYG,15443
QUANTICO MCAF,,APP/DEP,124.65,KNYG,15444
Quebec Jean Lesage Intl,,Ground,121.9,CYQB,15445
Quebec Jean Lesage Intl,,TWR,120.3,CYQB,15446
QUEEN ALIA INTL,,Ground,121.9,OJAI,15447
QUEEN ALIA INTL,,TWR,119.8,OJAI,15448
Queenstown,,ATIS,126.4,NZQN,15449
Queenstown,,TWR,118.1,NZQN,15450
Queenstown,,CTAF,126.7,NZQN,15451
QUESNEL,,AWOS,124.4,CYQZ,15452
QUETTA,,TWR,118.3,OPQT,15453
QUETZALCOATL INTL,,APP,118.3,MMNL,15454
Quiberon,,FSS,119.6,LFEQ,15455
Quiberon,,CTAF/UNICOM,119.6,LFEQ,15456
QUILLAYUTE,,CTAF,122.9,KUIL,15457
Quimper Pluguffan,,APP,119.57,LFRQ,15458
QUINCY MUNI,,CTAF,122.9,80T,15459
QUINCY RGNL BALDWIN FLD,,ASOS,118.32,KUIN,15460
QUINN FLD,,CTAF,122.8,KGTE,15461
QUINTERO,,TWR,118.3,SCER,15462
OTU,,TWR,118.5,SKOT,15463
OUESSO,,AFIS,118.1,FCOU,15464
OUVEA,,TWR,118.7,NWWV,15465
OZARK FRANKLIN CO,,APP/DEP,134.52,7M5,15466
Paderborn Lippstadt,,ATIS,125.72,EDLP,15467
Pago Pago Intl,,CTAF,122.9,NSTU,15468
Palembang Sultan Mahmud Badaruddin II,,ATIS,115.5,WIPP,15469
Palm Beach Intl,,Ground,121.9,KPBI,15470
Palm Springs Intl,,CTAF,119.7,KPSP,15471
Palma De Mallorca,,Ground,121.9,LEPA,15472
PALOMA RANCH,,UNICOM,122.8,29AZ,15473
Pampulha,,TWR,118,SBBH,15474
Panama City Bay Co Intl,,UNICOM,122.95,KPFN,15475
Pangkal Pinang Depati Amir,,APP,123.6,WIKK,15476
Paramaribo Johan A Pengel Intl,,TWR,118.5,SMJP,15477
Paris Charles De Gaulle,,TWR,120.9,LFPG,15478
Paris Le Bourget,,DEP,133.37,LFPB,15479
Paris Orly,,APP,123.87,LFPO,15480
PARMA,,TWR,118.45,50S,15481
PARRY SOUND AREA MUNI,,APP,126.7,CNK4,15482
PATNA,,TWR,121.1,VEPT,15483
Pattani,,TWR,119.3,VTSK,15484
Patuxent River NAS,,Ground,120.6,KNHK,15485
Payerne,,TWR,128.67,LSMP,15486
Pearce,,DEP,135.9,YPEA,15487
PEARSON FLD,,CTAF,123,KVUO,15488
PECAN PLANTATION,,UNICOM,123.05,0TX1,15489
PEDRO CANGA,,TWR,118.7,SPME,15490
PEMBA,,TWR,118.4,FQPB,15491
PEMBROKE,,CNTR,135.2,CYTA,15492
PENNRIDGE,,AWOS,108.85,N70,15493
Pensacola Rgnl,,Clearance delivery,123.72,KPNS,15494
PERRIS VALLEY,,CTAF,122.9,L65,15495
Perth Intl,,ATIS,123.8,YPPH,15496
PERUGIA,,TWR,118.1,LIRZ,15497
Peter O Knight,,CTAF,122.8,KTPF,15498
PETERSBURG JAMES A JOHNSON,,AWOS,125.8,PAPG,15499
Philadelphia Intl,,APP,126.85,KPHL,15500
PHILIPPI BARBOUR CO RGNL,,CTAF,122.9,79D,15501
PHOENIX DEER VALLEY,,Clearance delivery,123.9,KDVT,15502
PHOENIX INTL,,TWR,130,ZJSY,15503
Phuket Intl,,Ground,121.9,VTSP,15504
Pickens Co,,AWOS,120,KJZP,15505
Piedmont Triad Intl,,TWR,119.1,KGSO,15506
PIERCE CO THUN FLD,,Clearance delivery,121.85,1S0,15507
Pietermaritzburg,,TWR,122,FAPM,15508
PIKE CO,,CTAF,122.8,KEOP,15509
PINGTUNG SOUTH,,APP,124.7,RCDC,15510
Pitt Greenville,,CTAF,122.8,KPGV,15511
Pittsburgh Intl,,APP,123.95,KPIT,15512
PITTSFIELD MUNI,,CTAF,122.8,KPSF,15513
PITTSFIELD PENSTONE MUNI,,CTAF,122.8,KPPQ,15514
PLAN DE GUADALUPE INTL,,TWR,118.4,MMIO,15515
Plant City Muni,,AWOS,120.02,KPCM,15516
PLAYAS AIR STRIP,,UNICOM,122.8,NM86,15517
PLEIKU,,TWR,118.1,VVPK,15518
PLYMOUTH MUNICIPAL,,CTAF,122.8,KPMZ,15519
Pointe a Pitre Le Raizet,,TWR,118.4,TFFR,15520
POLK AAF,,TWR,119,KPOE,15521
Pompano Beach Airpark,,CTAF,125.4,KPMP,15522
PONTA PELADA,,APP,119.1,SBMN,15523
Pope AFB,,Ground,124.55,KPOB,15524
PORT BLAIR,,APP,118.1,VOPB,15525
PORT COLUMBUS INTL,,Ground,121.9,KCMH,15526
Port Elizabeth,,TWR,118.1,FAPE,15527
Port Hardy,,RDO,122.2,CYZT,15528
Port Moresby Jacksons Intl,,ATIS,128,AYPY,15529
PORTALES MUNI,,DEP,125.5,KPRZ,15530
PORTER CO MUNI,,Clearance delivery,135.2,KVPZ,15531
PORTLAND HILLSBORO,,CTAF,119.3,KHIO,15532
PORTLAND INTL,,APP,118.1,KPDX,15533
Portland Intl Jetport,,TWR,120.9,KPWM,15534
POSEY FLD,,CTAF,122.8,1M4,15535
POSSUM KINGDOM,,CNTR,127,F35,15536
POTTSTOWN MUNI,,Clearance delivery,118.55,N47,15537
PREFEITO DOUTOR JOAO SILVA FILHO,,RDO,126.6,SBPB,15538
PREROV,,TWR,119.75,LKPO,15539
PRESIDIO LELY INTL,,CTAF,122.9,T77,15540
Prince Albert (Glass Field),,RDO,122.3,CYPA,15541
PRINCE MOHAMMAD BIN ABDULAZIZ,,Ground,121.9,OEMA,15542
PRINCE SALMAN BIN ABDULAZIZ,,CTAF,122.8,OEDM,15543
Provincetown Muni,,APP/DEP,118.2,KPVC,15544
PRYOR FLD RGNL,,CTAF,123.07,KDCU,15545
PUDONG,,ATIS,127.85,ZSPD,15546
PUDONG,,Ground,121.7,ZSPD,15547
PUEBLO MEM,,ATIS,125.25,KPUB,15548
Puerto Plata Gregorio Luperon Intl,,APP,119,MDPP,15549
PUNXSUTAWNEY MUNI,,CTAF,123,N35,15550
PYONGYANG INTL,,Ground,121.8,ZKPY,15551
QASIM,,TWR,119.7,OPQS,15552
Quebec Jean Lesage Intl,,APP,127.85,CYQB,15553
Queenstown,,Ground,121.9,NZQN,15554
Quirindi,,CTAF,127.8,YQDI,15555
QUITMAN BROOKS CO,,CTAF,122.9,4J5,15556
Quito - Mariscal Sucre Intl,,ATIS,114.8,SEQU,15557
Quito - Mariscal Sucre Intl,,Ground,121.9,SEQU,15558
Quito - Mariscal Sucre Intl,,APP,119.7,SEQU,15559
QUONSET STATE,,CTAF,126.35,KOQU,15560
QUONSET STATE,,UNICOM,122.95,KOQU,15561
QUONSET STATE,,TWR,126.35,KOQU,15562
Quorn,,CTAF,126.7,YQRN,15563
R W J AIRPARK,,APP/DEP,134.45,54T,15564
Rabbit Flat,,CTAF,126.7,YRBT,15565
RABIGH,,CTAF,122.8,OERB,15566
RADA,,APP,133.5,ESFR,15567
RAFAEL CABRERA,,TWR,118.3,MUNG,15568
RAFAEL HERNANDEZ,,TWR,124.35,TJBQ,15569
RAFAEL NUNEZ,,TWR,118.3,SKCG,15570
RAFSANJAN,,TWR,118.7,OIKR,15571
Raglan,,CTAF,126.7,NZRA,15572
Raiatea,,APP,134.7,NTTR,15573
RAJKOT,,APP,122.3,VARK,15574
RALEIGH CO MEM,,ASOS,121.55,KBKW,15575
RALEIGH CO MEM,,CTAF,123,KBKW,15576
RALEIGH CO MEM,,APP/DEP,118.95,KBKW,15577
Raleigh Durham Intl,,UNICOM,122.95,KRDU,15578
Raleigh Durham Intl,,Ground,121.9,KRDU,15579
Raleigh Durham Intl,,TWR,127.45,KRDU,15580
Raleigh Durham Intl,,APP,124.95,KRDU,15581
Raleigh Durham Intl,,DEP,125.3,KRDU,15582
Raleigh Durham Intl,,DEP,132.35,KRDU,15583
RALPH M CALHOUN MEM,,CTAF,122.9,PTAL,15584
RALPH WENZ FLD,,CTAF,122.8,KPNA,15585
RALPH WIEN MEM,,ATIS,135.45,PAOT,15586
RALPH WIEN MEM,,UNICOM,122.8,PAOT,15587
RAMAT DAVID,,TWR,118.6,LLRD,15588
RAMAT DAVID,,APP,123.4,LLRD,15589
RAMAT DAVID,,APP,125.8,LLRD,15590
RAMON,,APP,120.9,LLRM,15591
RAMONA,,ATIS,132.02,KRNM,15592
