AirportName,CreateDate,RunwayNumber,RunwayLength,RunwayWidth,RunwaySurface,Designator,Id
Christchurch Intl,2008-04-30 14:24:00,11/29,5707,148,Asphalt,NZCH,308
CHRISTENSEN RANCH,2008-04-30 14:24:00,07/25,3012,50,Asphalt,9CL2,309
CHRISTMAS ISLAND,2008-04-30 14:24:00,08/26,6750,98,Asphalt,PLCH,310
Church Point Flyers,2008-04-30 14:24:00,18/36,2502,75,Asphalt,6LA5,311
CHUUK INTL,2008-04-30 14:24:00,04/22,6017,150,Asphalt,PTKK,312
CINCINNATI WEST,2008-04-30 14:24:00,01/19,3047,60,Asphalt,I67,313
Circle K,2008-04-30 14:24:00,09/27,1901,60,Turf or Grass,WS45,314
Circle S Farms,2008-04-30 14:24:00,18/36,1701,50,Turf or Grass,AR91,315
CIUDAD GUZMAN,2008-04-30 14:24:00,15/33,5000,65,Asphalt,MM25,316
Ckye Field,2008-04-30 14:24:00,32/14,2001,50,Turf or Grass,MT32,317
Clardy Strip,2008-04-30 14:24:00,18/36,3102,75,Asphalt,8GA3,318
CLARENCE A BAIN,2008-04-30 14:24:00,09/27,4999,75,Asphalt,MYAB,319
Claresholm Indus,2008-04-30 14:24:00,09/27,3007,100,Asphalt,EJ4,320
Clark,2008-04-30 14:24:00,09/27,1601,70,Turf or Grass,23IS,321
Clark Rgnl,2008-04-30 14:24:00,14/32,3899,75,Asphalt,KJVY,322
Clarksville,2008-04-30 14:24:00,05/23,2602,100,Turf or Grass,74FD,323
Clench Common,2008-04-30 14:24:00,05/23,1099,92,Turf or Grass,EG20,324
CLEVELAND MUNI,2008-04-30 14:24:00,18/36,4008,60,Asphalt,95F,325
CLIFTON MUNI ISENHOWER FLD,2008-04-30 14:24:00,14/32,3004,50,Asphalt,7F7,326
Cloncurry,2008-04-30 14:24:00,12/30,6491,98,Asphalt,YCCY,327
Cluff Lake,2008-04-30 14:24:00,16/34,5283,120,Gravel,CJS3,328
Coalinga Municipal,2008-04-30 14:24:00,01/19,4143,50,Asphalt,KCLG,329
Cockfield Aerodrome,2008-04-30 14:24:00,04/22,2802,66,Turf or Grass,SC60,330
Cody Port Rla,2008-04-30 14:24:00,36/18,3002,100,Turf or Grass,7IL8,331
COLD BAY,2008-04-30 14:24:00,14/32,10404,150,Asphalt,PACD,332
Cole,2008-04-30 14:24:00,01/19,2251,75,Turf or Grass,NE77,333
Coleman Field,2008-04-30 14:24:00,05/23,1501,75,Turf or Grass,GA95,334
COLUMBIA,2008-04-30 14:24:00,18R/36L,3156,40,Asphalt,O22,335
COLUMBIA GORGE RGNL THE DALLES MUNI,2008-04-30 14:24:00,12/30,5093,100,Asphalt,KDLS,336
COLUMBUS METROPOLITAN,2008-04-30 14:24:00,06/24,6993,150,Asphalt,KCSG,337
COMANCHE CO CITY,2008-04-30 14:24:00,13/31,2232,100,Turf or Grass,KMKN,338
Comox,2008-04-30 14:24:00,H3,59,59,Concrete,CYQQ,339
CONCEICAO DO ARAGUAIA,2008-04-30 14:24:00,08/26,5930,98,Asphalt,SBAA,340
Concord Muni,2008-04-30 14:24:00,12/30,3193,75,Asphalt,KCON,341
Conrads,2008-04-30 14:24:00,18/36,2001,60,Turf or Grass,19KY,342
COOCH BEHAR,2008-04-30 14:24:00,04/22,3504,100,Asphalt,VECO,343
COOK CO,2008-04-30 14:24:00,15/33,4004,100,Asphalt,15J,344
COOLIDGE MUNI,2008-04-30 14:24:00,11/29,5492,150,Asphalt,P08,345
Cootamundra,2008-04-30 14:24:00,10/28,2746,98,Turf or Grass,YCTM,346
CORDELL MUNI,2008-04-30 14:24:00,17/35,3658,60,Asphalt,F36,347
Cork,2008-04-30 14:24:00,07/25,4279,148,Asphalt,EICK,348
CORONEL ARTILLERIA VICTOR LARREA,2008-04-30 14:24:00,09/27,3245,59,Asphalt,SERO,349
Corowa,2008-04-30 14:24:00,05/23,5988,148,Asphalt,YCOR,350
CORRALITOS,2008-04-30 14:24:00,17/35,5518,100,Asphalt,XS94,351
Corsica Municipal,2008-04-30 14:24:00,17/35,3402,150,Turf or Grass,D65,352
COSTA RICA,2008-04-30 14:24:00,09/27,4242,75,Asphalt,SDXJ,353
Cotner,2008-04-30 14:24:00,36/18,2301,60,Turf or Grass,II80,354
Council,2008-04-30 14:24:00,10/28,3002,60,Gravel,K29,355
Country Club,2008-04-30 14:24:00,09/27,2001,208,Turf or Grass,MS15,356
COVINGTON MUNI,2008-04-30 14:24:00,01/19,5014,100,Asphalt,M04,357
Cow Pasture,2008-04-30 14:24:00,36/18,2001,100,Turf or Grass,98XS,358
CRANDON MUNI,2008-04-30 14:24:00,01/19,2702,100,Turf or Grass,Y55,359
Crawford,2008-04-30 14:24:00,10/28,2101,20,Asphalt,0CA3,360
Creola Mark Reynolds/N Mobile Co.,2008-04-30 14:24:00,03/21,2001,180,Turf or Grass,15A,361
CRISP CO CORDELE,2008-04-30 14:24:00,14/32,5041,150,Asphalt,KCKF,362
Cromwell Farm,2008-04-30 14:24:00,18/36,3002,60,Turf or Grass,MD63,363
CROOKSTON MUNI KIRKWOOD FLD,2008-04-30 14:24:00,17/35,2980,202,Turf or Grass,KCKN,364
CROSBY MUNI,2008-04-30 14:24:00,17/35,3135,60,Asphalt,D50,365
Cuba Farm,2008-04-30 14:24:00,09/27,1501,150,Turf or Grass,LA33,366
CUDDAPAH,2008-04-30 14:24:00,11/29,3515,49,Asphalt,VOCP,367
Cue,2008-04-30 14:24:00,29/11,3702,151,Dirt,YCUE,368
CULDROSE,2008-04-30 14:24:00,07/25,3411,151,Asphalt,EGDR,369
Curitiba Bacacheri,2008-04-30 14:24:00,18/36,4590,98,Asphalt,SBBI,370
D G KHAN,2008-04-30 14:24:00,18/36,6524,98,Asphalt,OPDG,371
D. Rau Airstrip,2008-04-30 14:24:00,17/35,1201,50,Turf or Grass,NA43,372
Dads Field,2008-04-30 14:24:00,09/27,2602,95,Turf or Grass,IA33,373
DAKHLA,2008-04-30 14:24:00,15/33,8184,148,Asphalt,GMMH,374
DALHART MUNI,2008-04-30 14:24:00,17/35,6412,75,Asphalt,KDHT,375
Dalton,2008-04-30 14:24:00,09/27,1331,150,Turf or Grass,3DA,376
DANANG INTL,2008-04-30 14:24:00,17R/35L,10049,148,Asphalt,VVDN,377
DARKE CO,2008-04-30 14:24:00,09/27,4500,75,Asphalt,KVES,378
Darlot,2008-04-30 14:24:00,31/13,6404,98,Asphalt,YDLO,379
Dart,2008-04-30 14:24:00,06/24,1841,80,Turf or Grass,D79,380
DAS ISLAND,2008-04-30 14:24:00,15/33,3523,98,Gravel,OMAS,381
Daugherty Field,2008-04-30 14:24:00,05/23,2502,70,Turf or Grass,II75,382
Daves,2008-04-30 14:24:00,36/18,2502,60,Turf or Grass,0CO1,383
DAVID JAY PERRY,2008-04-30 14:24:00,13/31,3007,60,Concrete,1K4,384
Davidstow Moor,2008-04-30 14:24:00,30/12,5087,151,Asphalt,EG28,385
Davis,2008-04-30 14:24:00,15/33,1301,100,Turf or Grass,2D8,386
Davis Airstrip,2008-04-30 14:24:00,18/36,2752,105,Turf or Grass,6MD8,387
Davis Field,2008-04-30 14:24:00,18/36,1801,100,Turf or Grass,62WA,388
DE KALB CO,2008-04-30 14:24:00,09/27,4986,100,Asphalt,KGWB,389
De Peel,2008-04-30 14:24:00,24/06,8105,148,Concrete,EHDP,390
De Winton/Highwood,2008-04-30 14:24:00,16/34,2351,75,Gravel,ED6,391
Deadstick,2008-04-30 14:24:00,36/18,1501,75,Turf or Grass,23W,392
Deep Water Cay,2008-04-30 14:24:00,14/32,2502,150,Concrete,MYX1,393
Del Rio Intl,2008-04-30 14:24:00,13/31,6306,100,Asphalt,KDRT,394
Delta,2008-04-30 14:24:00,09/27,2351,50,Turf or Grass,LA65,395
Dennis Farms,2008-04-30 14:24:00,09/27,1881,50,Turf or Grass,15W,396
Deussen Field,2008-04-30 14:24:00,17/35,2001,150,Turf or Grass,45F,397
Devils Hopyard Field,2008-04-30 14:24:00,36/18,1251,200,Turf or Grass,CT11,398
DHANBAD,2008-04-30 14:24:00,07/25,3724,93,Asphalt,VEDB,399
Diamond R Ranch,2008-04-30 14:24:00,10/28,1801,60,Turf or Grass,3GA5,400
Dickinsons Airfield,2008-04-30 14:24:00,16/34,1035,64,Turf or Grass,D30,401
DIEGO ARACENA INTL,2008-04-30 14:24:00,18/36,11040,148,Asphalt,SCDA,402
DIEN BIEN PHU,2008-04-30 14:24:00,16/34,6022,100,Concrete,VVDB,403
Dietchweiler,2008-04-30 14:24:00,09/27,2602,100,Turf or Grass,IS02,404
DILLINGHAM,2008-04-30 14:24:00,01/19,6387,150,Asphalt,PADL,405
Dillon Co,2008-04-30 14:24:00,07/25,2997,60,Asphalt,KDLC,406
Dishforth,2008-04-30 14:24:00,10/28,4453,151,Asphalt,EGXD,407
DIXON MUNI CHARLES R WALGREEN FLD,2008-04-30 14:24:00,08/26,3889,75,Asphalt,C73,408
DJIBOUTI AMBOULI,2008-04-30 14:24:00,09/27,10273,150,Asphalt,HDAM,409
Dobbiaco,2008-04-30 14:24:00,09/27,3118,164,Dirt,LIVD,410
DOBRICH,2008-04-30 14:24:00,15/33,8206,262,Concrete,LB43,411
Doctors Mesa,2008-04-30 14:24:00,08/26,6754,110,Dirt,E00,412
DODJI,2008-04-30 14:24:00,02/20,5257,144,Dirt,GO66,413
Doncaster-Sheffield (ex RAF Finningley,2008-04-30 14:24:00,20/02,9490,200,Asphalt,EGCN,414
Donnellys,2008-04-30 14:24:00,36/18,1201,75,Turf or Grass,NK12,415
Dores Do Indaia,2008-04-30 14:24:00,15/33,3938,56,Concrete,SNDY,416
Dowacter,2008-04-30 14:24:00,36/18,1321,50,Turf or Grass,8H1,417
Downing,2008-04-30 14:24:00,15/33,2502,100,Turf or Grass,6GA0,418
DR AUGUSTO DE A BOTELHO,2008-04-30 14:24:00,07/25,3933,70,Asphalt,SDJA,419
DRAYTON VALLEY INDUSTRIAL,2008-04-30 14:24:00,14/32,5066,75,Asphalt,CER3,420
Dripping Springs Farm,2008-04-30 14:24:00,14/32,1401,60,Turf or Grass,6TN9,421
Du Page,2008-04-30 14:24:00,10/28,4738,75,Asphalt,KDPA,422
Dubois Municipal,2008-04-30 14:24:00,16/34,4603,100,Turf or Grass,U41,423
DUMAYR,2008-04-30 14:24:00,06R/24L,7745,165,Dirt,OS61,424
DUNDO,2008-04-30 14:24:00,04/22,6485,80,Asphalt,FNDU,425
Dunolly,2008-04-30 14:24:00,10/28,3282,100,Turf or Grass,YDLL,426
Durham Downs,2008-04-30 14:24:00,01/19,3033,80,Dirt,YDRH,427
DYERSBURG RGNL,2008-04-30 14:24:00,04/22,5699,100,Asphalt,KDYR,428
E.A.Deeds Farm,2008-04-30 14:24:00,01/19,1801,75,Turf or Grass,VT12,429
Eagle Mountain Pump Plant Landing Stri,2008-04-30 14:24:00,01/19,2001,50,Asphalt,8L5,430
Eagles Landing,2008-04-30 14:24:00,14/32,2502,100,Turf or Grass,MU11,431
EAKER FLD,2008-04-30 14:24:00,12/30,2999,75,Asphalt,KDUA,432
East Hampton,2008-04-30 14:24:00,10/28,4244,100,Asphalt,KHTO,433
EAST KANSAS CITY,2008-04-30 14:24:00,05/23,2203,20,Asphalt,3GV,434
East London,2008-04-30 14:24:00,06/24,5215,150,Asphalt,FAEL,435
East Oregon Cattle Co,2008-04-30 14:24:00,09/27,1701,100,Turf or Grass,0OR5,436
East Penn,2008-04-30 14:24:00,10/28,1341,150,Turf or Grass,PA30,437
East Penn,2008-04-30 14:24:00,16/34,1251,100,Turf or Grass,PA30,438
East Sale (Military),2008-04-30 14:24:00,09/27,7301,148,Asphalt,YMES,439
East Side,2008-04-30 14:24:00,08/26,2025,50,Turf or Grass,33F,440
EAST TEXAS RGNL,2008-04-30 14:24:00,13/31,10001,150,Asphalt,KGGG,441
East Troy Muni,2008-04-30 14:24:00,08/26,3889,75,Asphalt,57C,442
Eastend,2008-04-30 14:24:00,02/20,2502,150,Turf or Grass,CKK5,443
EASTERN OREGON RGNL AT PENDLETON,2008-04-30 14:24:00,16/34,4341,60,Asphalt,KPDT,444
CHESTER CO G O CARLSON,2008-04-30 14:24:00,11/29,5386,100,Asphalt,40N,445
Chiang Rai Chiang Kham,2008-04-30 14:24:00,36/18,4153,115,Concrete,VTCB,446
Chicago Meigs,2008-04-30 14:24:00,H1,112,112,Concrete,KCGX,447
Chicago Midway Intl,2008-04-30 14:24:00,04L/22R,5504,150,Asphalt,KMDW,448
CHICAGO OHARE INTL,2008-04-30 14:24:00,14L/32R,9999,150,Asphalt,KORD,449
Chignik Lagoon,2008-04-30 14:24:00,03/21,1601,60,Gravel,KCL,450
Chim Commercial,2008-04-30 14:24:00,08/26,2001,150,Turf or Grass,N49,451
CHINA BAY,2008-04-30 14:24:00,06/24,7855,85,Asphalt,VCCT,452
CHIPPEWA VALLEY RGNL,2008-04-30 14:24:00,04/22,8093,150,Concrete,KEAU,453
Cholet Le Pontreau,2008-04-30 14:24:00,03/21,4528,98,Asphalt,LFOU,454
Chp Academy,2008-04-30 14:24:00,16/34,1201,20,Asphalt,3Q9,455
CHULMAN,2008-04-30 14:24:00,08/26,11775,148,Concrete,UELL,456
Church Fenton,2008-04-30 14:24:00,06/24,6143,151,Asphalt,EGXG,457
Churchill,2008-04-30 14:24:00,16/34,2301,80,Turf or Grass,CYYQ,458
CICUCO,2008-04-30 14:24:00,06/24,4167,66,Asphalt,SKIO,459
Cindy Guntley Memorial,2008-04-30 14:24:00,18/36,1201,80,Turf or Grass,62C,460
Circle G,2008-04-30 14:24:00,18/36,1321,50,Turf or Grass,LS16,461
Circle M Ranch,2008-04-30 14:24:00,10/28,2361,100,Turf or Grass,6TX2,462
City of Coalgate,2008-04-30 14:24:00,17/35,2021,40,Turf or Grass,08F,463
CIUDAD PEMEX,2008-04-30 14:24:00,05/23,5002,98,Asphalt,MM48,464
Clamecy,2008-04-30 14:24:00,36/18,2594,328,Turf or Grass,LFJC,465
CLAREMONT MUNI,2008-04-30 14:24:00,05/23,2010,100,Asphalt,KCNH,466
CLARION MUNI,2008-04-30 14:24:00,14/32,3515,60,Concrete,KCAV,467
CLARK COUNTY,2008-04-30 14:24:00,13/31,3694,60,Asphalt,8D7,468
CLAY COUNTY RGNL,2008-04-30 14:24:00,18/36,5510,100,Asphalt,KGPH,469
Clear Creek,2008-04-30 14:24:00,13/31,3990,190,Turf or Grass,2AK2,470
Cleveland,2008-04-30 14:24:00,18/36,3002,50,Turf or Grass,MO76,471
Clover Knoll,2008-04-30 14:24:00,09/27,2602,75,Turf or Grass,II07,472
Coburg Brandensteinsebene,2008-04-30 14:24:00,36/18,2824,66,Turf or Grass,EDQC,473
COIMBATORE,2008-04-30 14:24:00,05/23,8496,150,Asphalt,VOCB,474
Colac,2008-04-30 14:24:00,09/27,3020,58,Asphalt,YOLA,475
COLDFOOT,2008-04-30 14:24:00,01/19,3987,100,Gravel,PCXF,476
Coleman AAF,2008-04-30 14:24:00,05/23,2998,75,Asphalt,ETOR,477
Colinas,2008-04-30 14:24:00,11/29,3282,47,Concrete,SNKL,478
Collier Airpark,2008-04-30 14:24:00,15/33,2902,100,Turf or Grass,2AL1,479
Collingwood,2008-04-30 14:24:00,01/19,2559,75,Turf or Grass,NY3,480
COLUMBIA,2008-04-30 14:24:00,17/35,4678,75,Asphalt,O22,481
Columbia Rgnl,2008-04-30 14:24:00,13/31,4398,75,Asphalt,KCOU,482
COLUMBUS AFB,2008-04-30 14:24:00,13C/31C,12001,300,Asphalt,KCBM,483
Colville Municipal,2008-04-30 14:24:00,01/19,2414,100,Asphalt,63S,484
COMANCHE RANCH,2008-04-30 14:24:00,15/33,5514,80,Asphalt,5TE0,485
Comandante Gustavo Kraemer,2008-04-30 14:24:00,14/32,3864,178,Turf or Grass,SBBG,486
Concord Rgnl,2008-04-30 14:24:00,H2,49,49,Concrete,KJQF,487
Condon USFS,2008-04-30 14:24:00,13/31,2576,135,Turf or Grass,S04,488
Cones Field,2008-04-30 14:24:00,17/35,1301,100,Dirt,2CA2,489
CONINGTON,2008-04-30 14:24:00,16/34,2667,141,Asphalt,EGSF,490
Conway Horry Co,2008-04-30 14:24:00,04/22,4405,75,Asphalt,KHYW,491
Cook,2008-04-30 14:24:00,27/09,4746,80,Dirt,YOOK,492
COOK MUNI,2008-04-30 14:24:00,13/31,3197,75,Asphalt,KCQM,493
COOMA SNOWY MOUNTAINS,2008-04-30 14:24:00,18/36,6970,148,Asphalt,YCOM,494
Cordova Municipal,2008-04-30 14:24:00,06/24,1841,60,Gravel,CKU,495
Corkern,2008-04-30 14:24:00,15/33,1801,120,Turf or Grass,LA94,496
Coronach/Scobey Border Station,2008-04-30 14:24:00,08/26,3332,75,Turf or Grass,CKK3,497
CORRY LAWRENCE,2008-04-30 14:24:00,14/32,4096,75,Asphalt,8G2,498
Costin St Joe,2008-04-30 14:24:00,18/36,4233,65,Turf or Grass,A51,499
COTTAGE GROVE STATE,2008-04-30 14:24:00,15/33,3191,60,Asphalt,61S,500
Cottonwood Field,2008-04-30 14:24:00,09/27,3252,65,Turf or Grass,09CO,501
Coulommiers1,2008-04-30 14:24:00,09/27,4576,66,Asphalt,LFPK,502
Council Grove Municipal,2008-04-30 14:24:00,04/22,1845,120,Turf or Grass,K63,503
COUNTRY SQUIRE AIRPARK,2008-04-30 14:24:00,07/25,3062,32,Asphalt,S48,504
Coupville Airpark,2008-04-30 14:24:00,06/24,2502,80,Turf or Grass,WN40,505
COURTNEY PLUMMER,2008-04-30 14:24:00,18/36,3445,32,Asphalt,9WN1,506
Coxs Hammock,2008-04-30 14:24:00,18/36,1801,100,Turf or Grass,81FL,507
Crakes,2008-04-30 14:24:00,09/27,2502,100,Turf or Grass,9FL3,508
Crane Field,2008-04-30 14:24:00,08/26,2622,96,Turf or Grass,WI21,509
CRAWFORDSVILLE MUNI,2008-04-30 14:24:00,04/22,4499,75,Asphalt,KCFJ,510
Crescent Valley,2008-04-30 14:24:00,14/32,4795,74,Dirt,U74,511
Creve Coeur,2008-04-30 14:24:00,07/25,3022,220,Dirt,1H0,512
CRISTIANO FERREIRA VARELLA,2008-04-30 14:24:00,12/30,3733,75,Asphalt,SNBM,513
Crop Air Inc,2008-04-30 14:24:00,17/35,2642,50,Dirt,CO48,514
Crosswind Lake,2008-04-30 14:24:00,13/31,1161,50,Turf or Grass,1AK2,515
Crowfield,2008-04-30 14:24:00,31/13,2522,89,Turf or Grass,EGSO,516
CRUZEIRO DO SUL,2008-04-30 14:24:00,10/28,7864,148,Asphalt,SBCZ,517
CTS STACY,2008-04-30 14:24:00,01/19,3410,30,Asphalt,3TA5,518
Cub Fld,2008-04-30 14:24:00,18/36,1401,80,Turf or Grass,VA81,519
Cubero (NM74),2008-04-30 14:24:00,08/26,3602,100,Turf or Grass,Q57,520
Cuddihy Landing Strip,2008-04-30 14:24:00,02/20,2802,50,Turf or Grass,NJ60,521
Cummings Field,2008-04-30 14:24:00,18/36,2001,150,Turf or Grass,45II,522
Cupp SJVS Landing Strip,2008-04-30 14:24:00,18/36,2642,70,Turf or Grass,8MI8,523
Curtis Field,2008-04-30 14:24:00,09/27,2201,80,Turf or Grass,8MO3,524
CUSTER,2008-04-30 14:24:00,03/21,4999,100,Asphalt,KTTF,525
CUTRALCO,2008-04-30 14:24:00,08/26,5538,98,Asphalt,SAZW,526
D J,2008-04-30 14:24:00,36/18,1951,70,Turf or Grass,MI44,527
DACY,2008-04-30 14:24:00,09/27,3580,105,Dirt,0C0,528
Dagverdara,2008-04-30 14:24:00,09/27,1465,66,Gravel,BIDG,529
Dakar Leopold Sedar Senghor Intl,2008-04-30 14:24:00,03/21,4919,98,Asphalt,GOOY,530
DALANZADGAD,2008-04-30 14:24:00,03/21,7711,164,Concrete,ZMDZ,531
Dallas,2008-04-30 14:24:00,18/36,2151,80,Turf or Grass,65X,532
Dallas Fort Worth Intl,2008-04-30 14:24:00,17L/35R,8522,151,Concrete,KDFW,533
Dallas Love Fld,2008-04-30 14:24:00,13R/31L,8803,151,Concrete,KDAL,534
DALTONGANJ,2008-04-30 14:24:00,09/27,2995,100,Asphalt,VE54,535
DANE CO RGNL TRUAX FLD,2008-04-30 14:24:00,18/36,9012,150,Concrete,KMSN,536
Darlington Co Jetport,2008-04-30 14:24:00,05/23,4999,100,Asphalt,KUDG,537
Darwin Intl,2008-04-30 14:24:00,H2,66,66,Asphalt,YPDN,538
Datah Bilang (Sumber Mas),2008-04-30 14:24:00,11/29,1805,59,Dirt,WX64,539
David Wayne Hooks Mem,2008-04-30 14:24:00,17L/35R,4009,35,Asphalt,KDWH,540
Davis,2008-04-30 14:24:00,04/22,1963,150,Turf or Grass,2D8,541
Davis Field,2008-04-30 14:24:00,17/35,2201,80,Turf or Grass,62WA,542
DAVIS MONTHAN AFB,2008-04-30 14:24:00,12/30,13679,200,Asphalt,KDMA,543
DAYTON VALLEY AIRPARK,2008-04-30 14:24:00,05/23,5332,40,Asphalt,A34,544
DE KALB TAYLOR MUNI,2008-04-30 14:24:00,09/27,4191,75,Asphalt,KDKB,545
De Soto Aircraft Field,2008-04-30 14:24:00,09/27,3002,100,Turf or Grass,23FL,546
DEAN GRIFFIN MEM,2008-04-30 14:24:00,17/35,3008,50,Asphalt,M24,547
DEBERT,2008-04-30 14:24:00,05/23,2999,150,Asphalt,CCQ3,548
DECIMOMANNU,2008-04-30 14:24:00,17R/35L,8577,74,Asphalt,LIED,549
Dekai (RBMU),2008-04-30 14:24:00,25/07,1601,66,Turf or Grass,WX67,550
DELAWARE CO JOHNSON FLD,2008-04-30 14:24:00,14/32,6496,150,Asphalt,KMIE,551
DELTA CO,2008-04-30 14:24:00,18/36,5002,100,Asphalt,KESC,552
Delta Muni,2008-04-30 14:24:00,17/35,5503,75,Asphalt,KDTA,553
Denby,2008-04-30 14:24:00,18/36,2642,80,Asphalt,IS01,554
DENVER INTL,2008-04-30 14:24:00,07/25,11967,150,Concrete,KDEN,555
Der Schwarzwald,2008-04-30 14:24:00,04/22,2001,70,Turf or Grass,5WI3,556
Derecsky,2008-04-30 14:24:00,09/27,1801,80,Turf or Grass,6OI0,557
Desmet,2008-04-30 14:24:00,12/30,2001,60,Turf or Grass,WI53,558
Detroit Metro Wayne Co,2008-04-30 14:24:00,04R/22L,12004,200,Concrete,KDTW,559
Di Stefano Airpark,2008-04-30 14:24:00,13/31,1531,75,Turf or Grass,3NY4,560
Dick Taylor Airstrip,2008-04-30 14:24:00,07/25,4003,50,Dirt,43CA,561
Dieppe Saint Aubin,2008-04-30 14:24:00,31L/13R,2692,98,Asphalt,LFAB,562
DIFFA,2008-04-30 14:24:00,09/27,5897,98,Asphalt,DRZF,563
Dijon Longvic  AB,2008-04-30 14:24:00,02/20,6052,118,Asphalt,LFSD,564
Dillen Personal,2008-04-30 14:24:00,10/28,1345,104,Turf or Grass,PA02,565
Dillon,2008-04-30 14:24:00,16/34,6502,75,Asphalt,KDLN,566
Dilworth,2008-04-30 14:24:00,18/36,2402,35,Turf or Grass,MS18,567
Doyle Estates,2008-04-30 14:24:00,16/34,2402,150,Turf or Grass,30AK,568
Dr Joaquin Balaguer Intl,2008-04-30 14:24:00,01/19,5446,100,Asphalt,MDJB,569
Drift River,2008-04-30 14:24:00,H1,40,20,Dirt,3AK5,570
Du Bois Ranch,2008-04-30 14:24:00,16/34,2642,40,Dirt,11Q,571
Dunbar,2008-04-30 14:24:00,27/09,3472,100,Dirt,PN49,572
Dundee Flying Club,2008-04-30 14:24:00,01/19,2762,60,Turf or Grass,D48,573
Dunning Vineyards,2008-04-30 14:24:00,07/25,1601,60,Turf or Grass,OG01,574
Durbin,2008-04-30 14:24:00,18/36,2642,80,Turf or Grass,85IL,575
DUTCHESS CO,2008-04-30 14:24:00,06/24,4996,100,Asphalt,KPOU,576
Dye Seed Ranch Inc.,2008-04-30 14:24:00,07/25,2602,28,Asphalt,58WA,577
DYESS AFB,2008-04-30 14:24:00,16C/34C,3502,60,Dirt,KDYS,578
EAGLES NEST,2008-04-30 14:24:00,14/32,3199,60,Asphalt,21VA,579
Eaglescott,2008-04-30 14:24:00,08/26,1969,59,Asphalt,EGHU,580
East Field,2008-04-30 14:24:00,36/18,2001,150,Turf or Grass,7C4,581
Eastchurch,2008-04-30 14:24:00,27/09,1201,35,Turf or Grass,EGX6,582
Eastford,2008-04-30 14:24:00,13/31,1801,40,Gravel,5CT0,583
EASTON NEWNAM FLD,2008-04-30 14:24:00,15/33,4002,100,Asphalt,KESN,584
EASTON VALLEY VIEW,2008-04-30 14:24:00,14/32,2527,650,Dirt,11V,585
EASTPORT MUNI,2008-04-30 14:24:00,15/33,3996,75,Asphalt,KEPM,586
Eastview,2008-04-30 14:24:00,04/22,1801,18,Turf or Grass,7W3,587
Eatonia Muni,2008-04-30 14:24:00,08/26,2502,60,Turf or Grass,CJG2,588
Ebeneezer,2008-04-30 14:24:00,09/27,1401,100,Turf or Grass,4GA9,589
EBENSBURG,2008-04-30 14:24:00,07/25,3172,50,Asphalt,9G8,590
Echo,2008-04-30 14:24:00,13/31,2101,105,Turf or Grass,18PA,591
Cheyenne Wells Municipal,2008-04-30 14:24:00,04/22,2862,40,Asphalt,45V,592
CHILEKA INTL,2008-04-30 14:24:00,15/33,4508,98,Asphalt,FWCL,593
Chilliwack,2008-04-30 14:24:00,07/25,4021,75,Asphalt,CYCW,594
CHINGGIS KHAAN INTL,2008-04-30 14:24:00,14/32,10155,197,Asphalt,ZMUB,595
CHIPPEWA CO INTL,2008-04-30 14:24:00,16/34,7196,200,Concrete,KCIU,596
Christchurch Intl,2008-04-30 14:24:00,02/20,10780,148,Asphalt,NZCH,597
Cielo Grande Ranch,2008-04-30 14:24:00,17/35,2101,40,Dirt,87TA,598
Cimarron Municipal,2008-04-30 14:24:00,11/29,2452,50,Turf or Grass,8K8,599
Circle A Ranch,2008-04-30 14:24:00,09/27,2402,50,Turf or Grass,48WI,600
Circuit Rider,2008-04-30 14:24:00,17/35,4203,60,Turf or Grass,90ND,601
Claresholm Indus,2008-04-30 14:24:00,03/21,3105,100,Asphalt,EJ4,602
CLARK FLD MUNI,2008-04-30 14:24:00,03/21,2504,50,Asphalt,KSEP,603
Clark Rgnl,2008-04-30 14:24:00,18/36,5510,100,Asphalt,KJVY,604
CLAXTON EVANS CO,2008-04-30 14:24:00,09/27,4992,75,Asphalt,KCWV,605
Clays Rv,2008-04-30 14:24:00,10/28,2602,60,Turf or Grass,51OI,606
CLAYTON MUNI AIRPARK,2008-04-30 14:24:00,12/30,4097,60,Asphalt,KCAO,607
CLEARFIELD LAWRENCE,2008-04-30 14:24:00,12/30,4490,75,Asphalt,KFIG,608
Cliff Dwellers Lodge,2008-04-30 14:24:00,04/22,3822,40,Dirt,AZ03,609
Cloud,2008-04-30 14:24:00,01/19,2001,40,Turf or Grass,7KS2,610
CLYDE RIVER,2008-04-30 14:24:00,02T/20T,3622,100,Gravel,CYCY,611
Coalinga Municipal,2008-04-30 14:24:00,12/30,4603,60,Asphalt,KCLG,612
COCHIN INTL,2008-04-30 14:24:00,09/27,11135,148,Asphalt,VOCI,613
COFFEY CO,2008-04-30 14:24:00,18/36,5510,75,Concrete,KUKL,614
COKEVILLE MUNI,2008-04-30 14:24:00,15/33,3402,60,Asphalt,U06,615
Cold Lake Regional,2008-04-30 14:24:00,07/25,2944,75,Asphalt,EN5,616
College Park,2008-04-30 14:24:00,H1,200,200,Asphalt,KCGS,617
Collins Landing Strip,2008-04-30 14:24:00,09/27,1501,30,Dirt,04OR,618
Colmar Houssen,2008-04-30 14:24:00,01/19,5234,98,Asphalt,LFGA,619
Colonial Acres,2008-04-30 14:24:00,36/18,2602,125,Turf or Grass,4LL8,620
